0.0000;12.67737;-2.422182
0.0400;12.6754;-2.421952
0.0800;12.67034;-2.421358
0.1200;12.66223;-2.420408
0.1600;12.65115;-2.419108
0.2000;12.63715;-2.417466
0.2400;12.62029;-2.415489
0.2800;12.60308;-2.413471
0.3200;12.58811;-2.411772
0.3600;12.57068;-2.410428
0.4000;12.55051;-2.409825
0.4400;12.52763;-2.409689
0.4800;12.50206;-2.409324
0.5200;12.47386;-2.408598
0.5600;12.44307;-2.407519
0.6000;12.40977;-2.406093
0.6400;12.37398;-2.404327
0.6800;12.33576;-2.402228
0.7200;12.29517;-2.399803
0.7600;12.25224;-2.397058
0.8000;12.20703;-2.393999
0.8400;12.15957;-2.390633
0.8800;12.10992;-2.386966
0.9200;12.05811;-2.383003
0.9600;12.0042;-2.378752
1.0000;11.94821;-2.374216
1.0400;11.89026;-2.369133
1.0800;11.83053;-2.362984
1.1200;11.7689;-2.356321
1.1600;11.70535;-2.349423
1.2000;11.63992;-2.342293
1.2400;11.57266;-2.334937
1.2800;11.50359;-2.327359
1.3200;11.43275;-2.319563
1.3600;11.36018;-2.311554
1.4000;11.28592;-2.303335
1.4400;11.20999;-2.294912
1.4800;11.13245;-2.286153
1.5200;11.0568;-2.277004
1.5600;10.99397;-2.269281
1.6000;10.93236;-2.260833
1.6400;10.86929;-2.250898
1.6800;10.81039;-2.240591
1.7200;10.76066;-2.231714
1.7600;10.70987;-2.2218
1.8000;10.6571;-2.21109
1.8400;10.60225;-2.20017
1.8800;10.54535;-2.189099
1.9200;10.48644;-2.177879
1.9600;10.42556;-2.166515
2.0000;10.36276;-2.155007
2.0400;10.29805;-2.143361
2.0800;10.2315;-2.131577
2.1200;10.16313;-2.119659
2.1600;10.09297;-2.10761
2.2000;10.02107;-2.095432
2.2400;9.947462;-2.083127
2.2800;9.872173;-2.070699
2.3200;9.795241;-2.05815
2.3600;9.716696;-2.045482
2.4000;9.637304;-2.032814
2.4400;9.557893;-2.020274
2.4800;9.478462;-2.007859
2.5200;9.399013;-1.995562
2.5600;9.319546;-1.98338
2.6000;9.240061;-1.971307
2.6400;9.160561;-1.959339
2.6800;9.087083;-1.948339
2.7200;9.025124;-1.939082
2.7600;8.962198;-1.929775
2.8000;8.897382;-1.920286
2.8400;8.83077;-1.910346
2.8800;8.762604;-1.89931
2.9200;8.692967;-1.887075
2.9600;8.62189;-1.873663
3.0000;8.5494;-1.859097
3.0400;8.475526;-1.843402
3.0800;8.400294;-1.826599
3.1200;8.323732;-1.80871
3.1600;8.245953;-1.789763
3.2000;8.1682;-1.769657
3.2400;8.090777;-1.748209
3.2800;8.013468;-1.726166
3.3200;7.936098;-1.704348
3.3600;7.858596;-1.683006
3.4000;7.780969;-1.662122
3.4400;7.703223;-1.64168
3.4800;7.625367;-1.621662
3.5200;7.547406;-1.602053
3.5600;7.469347;-1.582838
3.6000;7.391195;-1.564001
