2.1000;-3.084831;-8.265001
2.1400;-3.004161;-8.130545
2.1800;-2.923491;-7.996088
2.2200;-2.84282;-7.861631
2.2600;-2.76215;-7.727175
2.3000;-2.68148;-7.592718
2.3400;-2.600809;-7.458261
2.3800;-2.520139;-7.323805
2.4200;-2.439469;-7.189348
2.4600;-2.358798;-7.054892
2.5000;-2.278128;-6.920435
2.5400;-2.197458;-6.785978
2.5800;-2.116787;-6.651522
2.6200;-2.036117;-6.517065
2.6600;-1.955447;-6.382608
2.7000;-1.874777;-6.248152
2.7400;-1.794107;-6.113695
2.7800;-1.713437;-5.979239
2.8200;-1.632767;-5.844782
2.8600;-1.552097;-5.710325
2.9000;-1.471428;-5.575869
2.9400;-1.390758;-5.441412
2.9800;-1.310088;-5.306955
3.0200;-1.229418;-5.172499
3.0600;-1.148748;-5.038042
3.1000;-1.068078;-4.903585
3.1400;-0.9874082;-4.769129
3.1800;-0.9067381;-4.634672
3.2200;-0.826068;-4.500216
3.2600;-0.7453979;-4.365759
3.3000;-0.6647277;-4.231302
3.3400;-0.5840576;-4.096846
3.3800;-0.5033875;-3.962389
3.4200;-0.4227174;-3.827932
3.4600;-0.3420473;-3.693476
3.5000;-0.2613772;-3.559019
3.5400;-0.180707;-3.424562
3.5800;-0.1000369;-3.290106
3.6200;-0.01936681;-3.155649
3.6600;0.06130329;-3.021193
3.7000;0.1419734;-2.886736
3.7400;0.2226435;-2.752279
3.7800;0.3033136;-2.617823
3.8200;0.3839838;-2.483366
3.8600;0.4646539;-2.348909
3.9000;0.545324;-2.214453
3.9400;0.6259941;-2.079996
3.9800;0.7066642;-1.945539
4.0200;0.7873343;-1.811083
4.0600;0.8680044;-1.676626
4.1000;0.9486746;-1.54217
4.1400;1.029345;-1.407713
4.1800;1.110014;-1.273256
4.2200;1.190684;-1.1388
4.2600;1.271354;-1.004343
4.3000;1.352024;-0.8698864
4.3400;1.432694;-0.7354298
4.3800;1.513364;-0.6009731
4.4200;1.594034;-0.4665165
4.4600;1.674704;-0.3320599
4.5000;1.755373;-0.1976033
4.5400;1.836043;-0.06314668
4.5800;1.916713;0.07130991
4.6200;1.997383;0.2057665
4.6600;2.078053;0.3402231
4.7000;2.158724;0.4746797
4.7400;2.239394;0.6091363
4.7800;2.320065;0.743593
4.8200;2.400735;0.8780496
4.8600;2.481405;1.012506
4.9000;2.562076;1.146963
4.9400;2.642746;1.28142
4.9800;2.723416;1.415876
5.0200;2.804087;1.550333
5.0600;2.884757;1.684789
5.1000;2.965427;1.819246
5.1400;3.046098;1.953703
5.1800;3.126768;2.088159
5.2200;3.207438;2.222616
5.2600;3.288109;2.357073
5.3000;3.368779;2.491529
5.3400;3.44945;2.625986
5.3800;3.53012;2.760442
5.4200;3.61079;2.894899
5.4600;3.691461;3.029356
5.5000;3.772131;3.163812
5.5400;3.852801;3.298269
5.5800;3.933472;3.432726
5.6200;4.014142;3.567182
5.6600;4.094811;3.701639
5.7000;4.175481;3.836096
5.7400;4.25615;3.970552
5.7800;4.33682;4.105009
5.8200;4.417489;4.239465
5.8600;4.498158;4.373922
5.9000;4.578828;4.508379
5.9400;4.659497;4.642835
5.9800;4.740167;4.777292
6.0200;4.820836;4.911748
6.0600;4.901505;5.046205
6.1000;4.982175;5.180662
6.1400;5.062844;5.315118
6.1800;5.143514;5.449575
6.2200;5.224183;5.584032
6.2600;5.304852;5.718488
6.3000;5.385522;5.852945
6.3400;5.466191;5.987401
6.3800;5.546861;6.121858
6.4200;5.62753;6.256315
6.4600;5.709654;6.389854
6.5000;5.80982;6.510245
6.5400;5.917816;6.623925
6.5800;6.016399;6.745513
6.6200;6.093097;6.88223
6.6600;6.168019;7.019973
6.7000;6.242942;7.157716
6.7400;6.317864;7.295459
6.7800;6.391944;7.433654
6.8200;6.477758;7.563653
