60.2100;-8.850837;-9.847468
60.2500;-8.786616;-9.704421
60.2900;-8.722396;-9.561374
60.3300;-8.658175;-9.418326
60.3700;-8.593955;-9.275279
60.4100;-8.526942;-9.133622
60.4500;-8.426255;-9.01423
60.4900;-8.311608;-8.907258
60.5300;-8.222799;-8.78035
60.5700;-8.182457;-8.629618
60.6100;-8.080293;-8.512054
60.6500;-7.965647;-8.405083
60.6900;-7.858263;-8.290915
60.7300;-7.758506;-8.16994
60.7700;-7.65875;-8.048965
60.8100;-7.558994;-7.92799
60.8500;-7.459238;-7.807017
60.8900;-7.359481;-7.686043
60.9300;-7.260863;-7.564144
60.9700;-7.164735;-7.440267
61.0100;-7.068799;-7.31624
61.0500;-6.972863;-7.192213
61.0900;-6.876927;-7.068185
61.1300;-6.797009;-6.934023
61.1700;-6.740116;-6.788671
61.2100;-6.627524;-6.680765
61.2500;-6.511365;-6.575509
61.2900;-6.398649;-6.466508
61.3300;-6.28296;-6.360716
61.3700;-6.161071;-6.262089
61.4100;-6.03872;-6.164027
61.4500;-5.916369;-6.065964
61.4900;-5.794344;-5.967496
61.5300;-5.672646;-5.868623
61.5700;-5.562675;-5.758328
61.6100;-5.513412;-5.610291
61.6500;-5.431106;-5.478092
61.6900;-5.328431;-5.359584
61.7300;-5.225757;-5.241077
61.7700;-5.121831;-5.123679
61.8100;-5.012196;-5.011595
61.8500;-4.901364;-4.900679
61.8900;-4.791142;-4.789157
61.9300;-4.681532;-4.677034
61.9700;-4.571922;-4.56491
62.0100;-4.462313;-4.452787
62.0500;-4.352703;-4.340663
62.0900;-4.218405;-4.261903
62.1300;-4.080552;-4.191268
62.1700;-3.986649;-4.066053
62.2100;-3.897004;-3.937407
62.2500;-3.80736;-3.80876
62.2900;-3.717716;-3.680113
62.3300;-3.628071;-3.551466
62.3700;-3.538427;-3.422819
62.4100;-3.448782;-3.294172
62.4500;-3.359138;-3.165525
62.4900;-3.269493;-3.036879
62.5300;-3.175872;-2.91115
62.5700;-3.07388;-2.792062
62.6100;-2.971261;-2.673506
62.6500;-2.868642;-2.55495
62.6900;-2.766022;-2.436394
62.7300;-2.663415;-2.317828
62.7700;-2.560831;-2.199241
62.8100;-2.458249;-2.080652
62.8500;-2.355667;-1.962064
62.8900;-2.253085;-1.843476
62.9300;-2.150503;-1.724887
62.9700;-2.047921;-1.606299
63.0100;-1.945339;-1.48771
63.0500;-1.842757;-1.369122
63.0900;-1.740175;-1.250533
63.1300;-1.637593;-1.131945
63.1700;-1.548534;-1.004165
63.2100;-1.528276;-0.8495932
63.2500;-1.504035;-0.6948358
63.2900;-1.421202;-0.5639488
63.3300;-1.320959;-0.4458637
63.3700;-1.275424;-0.2960658
63.4100;-1.203261;-0.157169
63.4500;-1.109719;-0.03148147
63.4900;-1.009527;0.08913283
63.5300;-0.9093351;0.2097471
63.5700;-0.8091431;0.3303614
63.6100;-0.708951;0.4509757
63.6500;-0.6087589;0.57159
63.6900;-0.5085669;0.6922043
63.7300;-0.4083749;0.8128186
63.7700;-0.308183;0.9334329
63.8100;-0.2096927;1.055383
63.8500;-0.1346642;1.192727
63.8900;-0.07113022;1.336079
63.9300;-0.007596251;1.479431
63.9700;0.05593771;1.622782
64.0100;0.1194717;1.766134
64.0500;0.1830056;1.909485
64.0900;0.2365612;2.056777
64.1300;0.2799375;2.207458
64.1700;0.3233138;2.358139
64.2100;0.3666901;2.508819
64.2500;0.4100665;2.6595
64.2900;0.4534428;2.81018
64.3300;0.4968191;2.960861
64.3700;0.5401953;3.111541
64.4100;0.5835716;3.262222
64.4500;0.6269478;3.412902
64.4900;0.670324;3.563583
64.5300;0.7137002;3.714263
64.5700;0.7570764;3.864944
64.6100;0.8004526;4.015625
64.6500;0.8438288;4.166305
64.6900;0.887205;4.316986
64.7300;0.9305812;4.467666
64.7700;0.9739574;4.618347
64.8100;1.017334;4.769027
64.8500;1.06071;4.919708
64.8900;1.104087;5.070388
64.9300;1.139393;5.223036
64.9700;1.166893;5.377076
65.0100;1.237388;5.516694
65.0500;1.316893;5.651843
65.0900;1.396399;5.786992
65.1300;1.475904;5.922141
65.1700;1.55541;6.05729
65.2100;1.63819;6.190285
65.2500;1.75847;6.289345
65.2900;1.874666;6.393758
65.3300;1.969014;6.518996
65.3700;2.063362;6.644235
65.4100;2.15771;6.769473
65.4500;2.252058;6.894711
65.4900;2.346406;7.01995
65.5300;2.440753;7.145188
65.5700;2.535101;7.270427
65.6100;2.624862;7.398643
65.6500;2.649073;7.551635
65.6900;2.640846;7.708219
65.7300;2.665056;7.86121
65.7700;2.74645;7.994848
65.8100;2.790415;8.144955
65.8500;2.824832;8.297932
65.8900;2.908466;8.428308
65.9300;3.015805;8.541099
65.9700;3.089486;8.679076
66.0100;3.202563;8.786947
66.0500;3.323696;8.886511
66.0900;3.444829;8.986074
66.1300;3.556009;9.096116
66.1700;3.630575;9.23283
